SYMBOL,DATE,COMPANY,EXCHANGE,CLOSE
MSFT,2010-12-16,Microsoft Corporation,NASDAQ,27.99
MSFT,2010-12-17,Microsoft Corporation,NASDAQ,27.9
MSFT,2010-12-20,Microsoft Corporation,NASDAQ,27.81
MSFT,2010-12-21,Microsoft Corporation,NASDAQ,28.07
MSFT,2010-12-22,Microsoft Corporation,NASDAQ,28.19
MSFT,2010-12-23,Microsoft Corporation,NASDAQ,28.3
MSFT,2010-12-27,Microsoft Corporation,NASDAQ,28.07
MSFT,2010-12-28,Microsoft Corporation,NASDAQ,28.01
MSFT,2010-12-29,Microsoft Corporation,NASDAQ,27.97
MSFT,2010-12-30,Microsoft Corporation,NASDAQ,27.85
MSFT,2010-12-31,Microsoft Corporation,NASDAQ,27.91
MSFT,2011-01-03,Microsoft Corporation,NASDAQ,27.98
MSFT,2011-01-04,Microsoft Corporation,NASDAQ,28.09
MSFT,2011-01-05,Microsoft Corporation,NASDAQ,28
MSFT,2011-01-06,Microsoft Corporation,NASDAQ,28.82
MSFT,2011-01-07,Microsoft Corporation,NASDAQ,28.6
MSFT,2011-01-10,Microsoft Corporation,NASDAQ,28.22
MSFT,2011-01-11,Microsoft Corporation,NASDAQ,28.11
MSFT,2011-01-12,Microsoft Corporation,NASDAQ,28.55
MSFT,2011-01-13,Microsoft Corporation,NASDAQ,28.19
MSFT,2011-01-14,Microsoft Corporation,NASDAQ,28.3
MSFT,2011-01-18,Microsoft Corporation,NASDAQ,28.66
MSFT,2011-01-19,Microsoft Corporation,NASDAQ,28.47
MSFT,2011-01-20,Microsoft Corporation,NASDAQ,28.35
MSFT,2011-01-21,Microsoft Corporation,NASDAQ,28.02
MSFT,2011-01-24,Microsoft Corporation,NASDAQ,28.38
MSFT,2011-01-25,Microsoft Corporation,NASDAQ,28.45
MSFT,2011-01-26,Microsoft Corporation,NASDAQ,28.78
MSFT,2011-01-27,Microsoft Corporation,NASDAQ,28.87
MSFT,2011-01-28,Microsoft Corporation,NASDAQ,27.75
MSFT,2011-01-31,Microsoft Corporation,NASDAQ,27.73
MSFT,2011-02-01,Microsoft Corporation,NASDAQ,27.99
MSFT,2011-02-02,Microsoft Corporation,NASDAQ,27.94
MSFT,2011-02-03,Microsoft Corporation,NASDAQ,27.65
MSFT,2011-02-04,Microsoft Corporation,NASDAQ,27.77
MSFT,2011-02-07,Microsoft Corporation,NASDAQ,28.2
MSFT,2011-02-08,Microsoft Corporation,NASDAQ,28.28
MSFT,2011-02-09,Microsoft Corporation,NASDAQ,27.97
MSFT,2011-02-10,Microsoft Corporation,NASDAQ,27.5
MSFT,2011-02-11,Microsoft Corporation,NASDAQ,27.25
MSFT,2011-02-14,Microsoft Corporation,NASDAQ,27.23
MSFT,2011-02-15,Microsoft Corporation,NASDAQ,26.96
MSFT,2011-02-16,Microsoft Corporation,NASDAQ,27.02
MSFT,2011-02-17,Microsoft Corporation,NASDAQ,27.21
MSFT,2011-02-18,Microsoft Corporation,NASDAQ,27.06
MSFT,2011-02-22,Microsoft Corporation,NASDAQ,26.59
MSFT,2011-02-23,Microsoft Corporation,NASDAQ,26.59
MSFT,2011-02-24,Microsoft Corporation,NASDAQ,26.77
MSFT,2011-02-25,Microsoft Corporation,NASDAQ,26.55
MSFT,2011-02-28,Microsoft Corporation,NASDAQ,26.58
MSFT,2011-03-01,Microsoft Corporation,NASDAQ,26.16
MSFT,2011-03-02,Microsoft Corporation,NASDAQ,26.08
MSFT,2011-03-03,Microsoft Corporation,NASDAQ,26.2
MSFT,2011-03-04,Microsoft Corporation,NASDAQ,25.95
MSFT,2011-03-07,Microsoft Corporation,NASDAQ,25.72
MSFT,2011-03-08,Microsoft Corporation,NASDAQ,25.91
MSFT,2011-03-09,Microsoft Corporation,NASDAQ,25.89
MSFT,2011-03-10,Microsoft Corporation,NASDAQ,25.41
MSFT,2011-03-11,Microsoft Corporation,NASDAQ,25.68
MSFT,2011-03-14,Microsoft Corporation,NASDAQ,25.69
MSFT,2011-03-15,Microsoft Corporation,NASDAQ,25.39
MSFT,2011-03-16,Microsoft Corporation,NASDAQ,24.79
MSFT,2011-03-17,Microsoft Corporation,NASDAQ,24.78
MSFT,2011-03-18,Microsoft Corporation,NASDAQ,24.8
MSFT,2011-03-21,Microsoft Corporation,NASDAQ,25.33
MSFT,2011-03-22,Microsoft Corporation,NASDAQ,25.3
MSFT,2011-03-23,Microsoft Corporation,NASDAQ,25.54
MSFT,2011-03-24,Microsoft Corporation,NASDAQ,25.81
MSFT,2011-03-25,Microsoft Corporation,NASDAQ,25.62
MSFT,2011-03-28,Microsoft Corporation,NASDAQ,25.41
MSFT,2011-03-29,Microsoft Corporation,NASDAQ,25.49
MSFT,2011-03-30,Microsoft Corporation,NASDAQ,25.61
MSFT,2011-03-31,Microsoft Corporation,NASDAQ,25.39
MSFT,2011-04-01,Microsoft Corporation,NASDAQ,25.48
MSFT,2011-04-04,Microsoft Corporation,NASDAQ,25.55
MSFT,2011-04-05,Microsoft Corporation,NASDAQ,25.78
MSFT,2011-04-06,Microsoft Corporation,NASDAQ,26.15
MSFT,2011-04-07,Microsoft Corporation,NASDAQ,26.2
MSFT,2011-04-08,Microsoft Corporation,NASDAQ,26.07
MSFT,2011-04-11,Microsoft Corporation,NASDAQ,25.98
MSFT,2011-04-12,Microsoft Corporation,NASDAQ,25.64
MSFT,2011-04-13,Microsoft Corporation,NASDAQ,25.63
MSFT,2011-04-14,Microsoft Corporation,NASDAQ,25.42
MSFT,2011-04-15,Microsoft Corporation,NASDAQ,25.37
MSFT,2011-04-18,Microsoft Corporation,NASDAQ,25.08
MSFT,2011-04-19,Microsoft Corporation,NASDAQ,25.15
MSFT,2011-04-20,Microsoft Corporation,NASDAQ,25.76
MSFT,2011-04-21,Microsoft Corporation,NASDAQ,25.52
MSFT,2011-04-25,Microsoft Corporation,NASDAQ,25.61
MSFT,2011-04-26,Microsoft Corporation,NASDAQ,26.19
MSFT,2011-04-27,Microsoft Corporation,NASDAQ,26.38
MSFT,2011-04-28,Microsoft Corporation,NASDAQ,26.71
MSFT,2011-04-29,Microsoft Corporation,NASDAQ,25.92
MSFT,2011-05-02,Microsoft Corporation,NASDAQ,25.66
MSFT,2011-05-03,Microsoft Corporation,NASDAQ,25.81
MSFT,2011-05-04,Microsoft Corporation,NASDAQ,26.06
MSFT,2011-05-05,Microsoft Corporation,NASDAQ,25.79
MSFT,2011-05-06,Microsoft Corporation,NASDAQ,25.87
MSFT,2011-05-09,Microsoft Corporation,NASDAQ,25.83
MSFT,2011-05-10,Microsoft Corporation,NASDAQ,25.67
MSFT,2011-05-11,Microsoft Corporation,NASDAQ,25.36
MSFT,2011-05-12,Microsoft Corporation,NASDAQ,25.32
MSFT,2011-05-13,Microsoft Corporation,NASDAQ,25.03
MSFT,2011-05-16,Microsoft Corporation,NASDAQ,24.57
MSFT,2011-05-17,Microsoft Corporation,NASDAQ,24.52
MSFT,2011-05-18,Microsoft Corporation,NASDAQ,24.69
MSFT,2011-05-19,Microsoft Corporation,NASDAQ,24.71
MSFT,2011-05-20,Microsoft Corporation,NASDAQ,24.49
MSFT,2011-05-23,Microsoft Corporation,NASDAQ,24.17
MSFT,2011-05-24,Microsoft Corporation,NASDAQ,24.15
MSFT,2011-05-25,Microsoft Corporation,NASDAQ,24.19
MSFT,2011-05-26,Microsoft Corporation,NASDAQ,24.67
MSFT,2011-05-27,Microsoft Corporation,NASDAQ,24.76
MSFT,2011-05-31,Microsoft Corporation,NASDAQ,25.01
MSFT,2011-06-01,Microsoft Corporation,NASDAQ,24.43
MSFT,2011-06-02,Microsoft Corporation,NASDAQ,24.22
MSFT,2011-06-03,Microsoft Corporation,NASDAQ,23.91
MSFT,2011-06-06,Microsoft Corporation,NASDAQ,24.01
MSFT,2011-06-07,Microsoft Corporation,NASDAQ,24.06
MSFT,2011-06-08,Microsoft Corporation,NASDAQ,23.94
MSFT,2011-06-09,Microsoft Corporation,NASDAQ,23.96
MSFT,2011-06-10,Microsoft Corporation,NASDAQ,23.7
MSFT,2011-06-13,Microsoft Corporation,NASDAQ,24.04
MSFT,2011-06-14,Microsoft Corporation,NASDAQ,24.22
MSFT,2011-06-15,Microsoft Corporation,NASDAQ,23.74
MSFT,2011-06-16,Microsoft Corporation,NASDAQ,24
MSFT,2011-06-17,Microsoft Corporation,NASDAQ,24.26
MSFT,2011-06-20,Microsoft Corporation,NASDAQ,24.47
MSFT,2011-06-21,Microsoft Corporation,NASDAQ,24.76
MSFT,2011-06-22,Microsoft Corporation,NASDAQ,24.65
MSFT,2011-06-23,Microsoft Corporation,NASDAQ,24.63
MSFT,2011-06-24,Microsoft Corporation,NASDAQ,24.3
MSFT,2011-06-27,Microsoft Corporation,NASDAQ,25.2
MSFT,2011-06-28,Microsoft Corporation,NASDAQ,25.8
MSFT,2011-06-29,Microsoft Corporation,NASDAQ,25.62
MSFT,2011-06-30,Microsoft Corporation,NASDAQ,26
MSFT,2011-07-01,Microsoft Corporation,NASDAQ,26.02
MSFT,2011-07-05,Microsoft Corporation,NASDAQ,26.03
MSFT,2011-07-06,Microsoft Corporation,NASDAQ,26.33
MSFT,2011-07-07,Microsoft Corporation,NASDAQ,26.77
MSFT,2011-07-08,Microsoft Corporation,NASDAQ,26.92
MSFT,2011-07-11,Microsoft Corporation,NASDAQ,26.63
MSFT,2011-07-12,Microsoft Corporation,NASDAQ,26.54
MSFT,2011-07-13,Microsoft Corporation,NASDAQ,26.63
MSFT,2011-07-14,Microsoft Corporation,NASDAQ,26.47
MSFT,2011-07-15,Microsoft Corporation,NASDAQ,26.78
MSFT,2011-07-18,Microsoft Corporation,NASDAQ,26.59
MSFT,2011-07-19,Microsoft Corporation,NASDAQ,27.54
MSFT,2011-07-20,Microsoft Corporation,NASDAQ,27.06
MSFT,2011-07-21,Microsoft Corporation,NASDAQ,27.09
MSFT,2011-07-22,Microsoft Corporation,NASDAQ,27.53
MSFT,2011-07-25,Microsoft Corporation,NASDAQ,27.91
MSFT,2011-07-26,Microsoft Corporation,NASDAQ,28.08
MSFT,2011-07-27,Microsoft Corporation,NASDAQ,27.33
MSFT,2011-07-28,Microsoft Corporation,NASDAQ,27.72
MSFT,2011-07-29,Microsoft Corporation,NASDAQ,27.4
MSFT,2011-08-01,Microsoft Corporation,NASDAQ,27.27
MSFT,2011-08-02,Microsoft Corporation,NASDAQ,26.8
MSFT,2011-08-03,Microsoft Corporation,NASDAQ,26.92
MSFT,2011-08-04,Microsoft Corporation,NASDAQ,25.94
MSFT,2011-08-05,Microsoft Corporation,NASDAQ,25.68
MSFT,2011-08-08,Microsoft Corporation,NASDAQ,24.48
MSFT,2011-08-09,Microsoft Corporation,NASDAQ,25.58
MSFT,2011-08-10,Microsoft Corporation,NASDAQ,24.2
MSFT,2011-08-11,Microsoft Corporation,NASDAQ,25.19
MSFT,2011-08-12,Microsoft Corporation,NASDAQ,25.1
MSFT,2011-08-15,Microsoft Corporation,NASDAQ,25.51
MSFT,2011-08-16,Microsoft Corporation,NASDAQ,25.35
MSFT,2011-08-17,Microsoft Corporation,NASDAQ,25.25
MSFT,2011-08-18,Microsoft Corporation,NASDAQ,24.67
MSFT,2011-08-19,Microsoft Corporation,NASDAQ,24.05
MSFT,2011-08-22,Microsoft Corporation,NASDAQ,23.98
MSFT,2011-08-23,Microsoft Corporation,NASDAQ,24.72
MSFT,2011-08-24,Microsoft Corporation,NASDAQ,24.9
MSFT,2011-08-25,Microsoft Corporation,NASDAQ,24.57
MSFT,2011-08-26,Microsoft Corporation,NASDAQ,25.25
MSFT,2011-08-29,Microsoft Corporation,NASDAQ,25.84
MSFT,2011-08-30,Microsoft Corporation,NASDAQ,26.23
MSFT,2011-08-31,Microsoft Corporation,NASDAQ,26.6
MSFT,2011-09-01,Microsoft Corporation,NASDAQ,26.21
MSFT,2011-09-02,Microsoft Corporation,NASDAQ,25.8
MSFT,2011-09-06,Microsoft Corporation,NASDAQ,25.51
MSFT,2011-09-07,Microsoft Corporation,NASDAQ,26
MSFT,2011-09-08,Microsoft Corporation,NASDAQ,26.22
MSFT,2011-09-09,Microsoft Corporation,NASDAQ,25.74
MSFT,2011-09-12,Microsoft Corporation,NASDAQ,25.89
MSFT,2011-09-13,Microsoft Corporation,NASDAQ,26.04
MSFT,2011-09-14,Microsoft Corporation,NASDAQ,26.5
MSFT,2011-09-15,Microsoft Corporation,NASDAQ,26.99
MSFT,2011-09-16,Microsoft Corporation,NASDAQ,27.12
MSFT,2011-09-19,Microsoft Corporation,NASDAQ,27.21
MSFT,2011-09-20,Microsoft Corporation,NASDAQ,26.98
MSFT,2011-09-21,Microsoft Corporation,NASDAQ,25.99
MSFT,2011-09-22,Microsoft Corporation,NASDAQ,25.06
MSFT,2011-09-23,Microsoft Corporation,NASDAQ,25.06
MSFT,2011-09-26,Microsoft Corporation,NASDAQ,25.44
MSFT,2011-09-27,Microsoft Corporation,NASDAQ,25.67
MSFT,2011-09-28,Microsoft Corporation,NASDAQ,25.57
MSFT,2011-09-29,Microsoft Corporation,NASDAQ,25.45
MSFT,2011-09-30,Microsoft Corporation,NASDAQ,24.89
MSFT,2011-10-03,Microsoft Corporation,NASDAQ,24.53
MSFT,2011-10-04,Microsoft Corporation,NASDAQ,25.34
MSFT,2011-10-05,Microsoft Corporation,NASDAQ,25.89
MSFT,2011-10-06,Microsoft Corporation,NASDAQ,26.34
MSFT,2011-10-07,Microsoft Corporation,NASDAQ,26.25
MSFT,2011-10-10,Microsoft Corporation,NASDAQ,26.94
MSFT,2011-10-11,Microsoft Corporation,NASDAQ,27
MSFT,2011-10-12,Microsoft Corporation,NASDAQ,26.96
MSFT,2011-10-13,Microsoft Corporation,NASDAQ,27.18
MSFT,2011-10-14,Microsoft Corporation,NASDAQ,27.27
MSFT,2011-10-17,Microsoft Corporation,NASDAQ,26.98
MSFT,2011-10-18,Microsoft Corporation,NASDAQ,27.31
MSFT,2011-10-19,Microsoft Corporation,NASDAQ,27.13
MSFT,2011-10-20,Microsoft Corporation,NASDAQ,27.04
MSFT,2011-10-21,Microsoft Corporation,NASDAQ,27.16
MSFT,2011-10-24,Microsoft Corporation,NASDAQ,27.19
MSFT,2011-10-25,Microsoft Corporation,NASDAQ,26.81
MSFT,2011-10-26,Microsoft Corporation,NASDAQ,26.59
MSFT,2011-10-27,Microsoft Corporation,NASDAQ,27.25
MSFT,2011-10-28,Microsoft Corporation,NASDAQ,26.98
MSFT,2011-10-31,Microsoft Corporation,NASDAQ,26.63
MSFT,2011-11-01,Microsoft Corporation,NASDAQ,25.99
MSFT,2011-11-02,Microsoft Corporation,NASDAQ,26.01
MSFT,2011-11-03,Microsoft Corporation,NASDAQ,26.53
MSFT,2011-11-04,Microsoft Corporation,NASDAQ,26.25
MSFT,2011-11-07,Microsoft Corporation,NASDAQ,26.8
MSFT,2011-11-08,Microsoft Corporation,NASDAQ,27.16
MSFT,2011-11-09,Microsoft Corporation,NASDAQ,26.2
MSFT,2011-11-10,Microsoft Corporation,NASDAQ,26.28
MSFT,2011-11-11,Microsoft Corporation,NASDAQ,26.91
MSFT,2011-11-14,Microsoft Corporation,NASDAQ,26.76
MSFT,2011-11-15,Microsoft Corporation,NASDAQ,26.74
MSFT,2011-11-16,Microsoft Corporation,NASDAQ,26.07
MSFT,2011-11-17,Microsoft Corporation,NASDAQ,25.54
MSFT,2011-11-18,Microsoft Corporation,NASDAQ,25.3
MSFT,2011-11-21,Microsoft Corporation,NASDAQ,25
MSFT,2011-11-22,Microsoft Corporation,NASDAQ,24.79
MSFT,2011-11-23,Microsoft Corporation,NASDAQ,24.47
MSFT,2011-11-25,Microsoft Corporation,NASDAQ,24.3
MSFT,2011-11-28,Microsoft Corporation,NASDAQ,24.87
MSFT,2011-11-29,Microsoft Corporation,NASDAQ,24.84
MSFT,2011-11-30,Microsoft Corporation,NASDAQ,25.58
MSFT,2011-12-01,Microsoft Corporation,NASDAQ,25.28
MSFT,2011-12-02,Microsoft Corporation,NASDAQ,25.22
MSFT,2011-12-05,Microsoft Corporation,NASDAQ,25.7
MSFT,2011-12-06,Microsoft Corporation,NASDAQ,25.66
MSFT,2011-12-07,Microsoft Corporation,NASDAQ,25.6
MSFT,2011-12-08,Microsoft Corporation,NASDAQ,25.4
MSFT,2011-12-09,Microsoft Corporation,NASDAQ,25.7
MSFT,2011-12-12,Microsoft Corporation,NASDAQ,25.51
MSFT,2011-12-13,Microsoft Corporation,NASDAQ,25.76
MSFT,2011-12-14,Microsoft Corporation,NASDAQ,25.59
MSFT,2011-12-15,Microsoft Corporation,NASDAQ,25.56
MSFT,2011-12-16,Microsoft Corporation,NASDAQ,26
MSFT,2011-12-19,Microsoft Corporation,NASDAQ,25.53
MSFT,2011-12-20,Microsoft Corporation,NASDAQ,26.02
MSFT,2011-12-21,Microsoft Corporation,NASDAQ,25.76
MSFT,2011-12-22,Microsoft Corporation,NASDAQ,25.81
MSFT,2011-12-23,Microsoft Corporation,NASDAQ,26.03
MSFT,2011-12-27,Microsoft Corporation,NASDAQ,26.04
MSFT,2011-12-28,Microsoft Corporation,NASDAQ,25.82
MSFT,2011-12-29,Microsoft Corporation,NASDAQ,26.02
MSFT,2011-12-30,Microsoft Corporation,NASDAQ,25.96
MSFT,2012-01-03,Microsoft Corporation,NASDAQ,26.77
MSFT,2012-01-04,Microsoft Corporation,NASDAQ,27.4
MSFT,2012-01-05,Microsoft Corporation,NASDAQ,27.68
MSFT,2012-01-06,Microsoft Corporation,NASDAQ,28.11
MSFT,2012-01-09,Microsoft Corporation,NASDAQ,27.74
MSFT,2012-01-10,Microsoft Corporation,NASDAQ,27.84
MSFT,2012-01-11,Microsoft Corporation,NASDAQ,27.72
MSFT,2012-01-12,Microsoft Corporation,NASDAQ,28
MSFT,2012-01-13,Microsoft Corporation,NASDAQ,28.25
MSFT,2012-01-17,Microsoft Corporation,NASDAQ,28.25
MSFT,2012-01-18,Microsoft Corporation,NASDAQ,28.23
MSFT,2012-01-19,Microsoft Corporation,NASDAQ,28.12
MSFT,2012-01-20,Microsoft Corporation,NASDAQ,29.71
MSFT,2012-01-23,Microsoft Corporation,NASDAQ,29.73
MSFT,2012-01-24,Microsoft Corporation,NASDAQ,29.34
MSFT,2012-01-25,Microsoft Corporation,NASDAQ,29.56
MSFT,2012-01-26,Microsoft Corporation,NASDAQ,29.5
MSFT,2012-01-27,Microsoft Corporation,NASDAQ,29.23
MSFT,2012-01-30,Microsoft Corporation,NASDAQ,29.61
MSFT,2012-01-31,Microsoft Corporation,NASDAQ,29.53
MSFT,2012-02-01,Microsoft Corporation,NASDAQ,29.89
MSFT,2012-02-02,Microsoft Corporation,NASDAQ,29.95
MSFT,2012-02-03,Microsoft Corporation,NASDAQ,30.24
MSFT,2012-02-06,Microsoft Corporation,NASDAQ,30.2
MSFT,2012-02-07,Microsoft Corporation,NASDAQ,30.35
MSFT,2012-02-08,Microsoft Corporation,NASDAQ,30.66
MSFT,2012-02-09,Microsoft Corporation,NASDAQ,30.77
MSFT,2012-02-10,Microsoft Corporation,NASDAQ,30.5
MSFT,2012-02-13,Microsoft Corporation,NASDAQ,30.58
MSFT,2012-02-14,Microsoft Corporation,NASDAQ,30.25
MSFT,2012-02-15,Microsoft Corporation,NASDAQ,30.05
MSFT,2012-02-16,Microsoft Corporation,NASDAQ,31.29
MSFT,2012-02-17,Microsoft Corporation,NASDAQ,31.25
MSFT,2012-02-21,Microsoft Corporation,NASDAQ,31.44
MSFT,2012-02-22,Microsoft Corporation,NASDAQ,31.27
MSFT,2012-02-23,Microsoft Corporation,NASDAQ,31.37
MSFT,2012-02-24,Microsoft Corporation,NASDAQ,31.48
MSFT,2012-02-27,Microsoft Corporation,NASDAQ,31.35
MSFT,2012-02-28,Microsoft Corporation,NASDAQ,31.87
MSFT,2012-02-29,Microsoft Corporation,NASDAQ,31.74
MSFT,2012-03-01,Microsoft Corporation,NASDAQ,32.29
MSFT,2012-03-02,Microsoft Corporation,NASDAQ,32.08
MSFT,2012-03-05,Microsoft Corporation,NASDAQ,31.8
MSFT,2012-03-06,Microsoft Corporation,NASDAQ,31.55
MSFT,2012-03-07,Microsoft Corporation,NASDAQ,31.84
MSFT,2012-03-08,Microsoft Corporation,NASDAQ,32.01
MSFT,2012-03-09,Microsoft Corporation,NASDAQ,31.99
MSFT,2012-03-12,Microsoft Corporation,NASDAQ,32.04
MSFT,2012-03-13,Microsoft Corporation,NASDAQ,32.67
MSFT,2012-03-14,Microsoft Corporation,NASDAQ,32.77
MSFT,2012-03-15,Microsoft Corporation,NASDAQ,32.85
MSFT,2012-03-16,Microsoft Corporation,NASDAQ,32.6
MSFT,2012-03-19,Microsoft Corporation,NASDAQ,32.2
MSFT,2012-03-20,Microsoft Corporation,NASDAQ,31.99
MSFT,2012-03-21,Microsoft Corporation,NASDAQ,31.91
MSFT,2012-03-22,Microsoft Corporation,NASDAQ,32
MSFT,2012-03-23,Microsoft Corporation,NASDAQ,32.01
MSFT,2012-03-26,Microsoft Corporation,NASDAQ,32.59
MSFT,2012-03-27,Microsoft Corporation,NASDAQ,32.52
MSFT,2012-03-28,Microsoft Corporation,NASDAQ,32.19
MSFT,2012-03-29,Microsoft Corporation,NASDAQ,32.12
MSFT,2012-03-30,Microsoft Corporation,NASDAQ,32.26
MSFT,2012-04-02,Microsoft Corporation,NASDAQ,32.29
MSFT,2012-04-03,Microsoft Corporation,NASDAQ,31.94
MSFT,2012-04-04,Microsoft Corporation,NASDAQ,31.21
MSFT,2012-04-05,Microsoft Corporation,NASDAQ,31.52
MSFT,2012-04-09,Microsoft Corporation,NASDAQ,31.1
MSFT,2012-04-10,Microsoft Corporation,NASDAQ,30.47
MSFT,2012-04-11,Microsoft Corporation,NASDAQ,30.34
MSFT,2012-04-12,Microsoft Corporation,NASDAQ,30.98
MSFT,2012-04-13,Microsoft Corporation,NASDAQ,30.81
MSFT,2012-04-16,Microsoft Corporation,NASDAQ,31.07
MSFT,2012-04-17,Microsoft Corporation,NASDAQ,31.44
MSFT,2012-04-18,Microsoft Corporation,NASDAQ,31.14
MSFT,2012-04-19,Microsoft Corporation,NASDAQ,31.01
MSFT,2012-04-20,Microsoft Corporation,NASDAQ,32.42
MSFT,2012-04-23,Microsoft Corporation,NASDAQ,32.12
MSFT,2012-04-24,Microsoft Corporation,NASDAQ,31.92
MSFT,2012-04-25,Microsoft Corporation,NASDAQ,32.2
MSFT,2012-04-26,Microsoft Corporation,NASDAQ,32.11
MSFT,2012-04-27,Microsoft Corporation,NASDAQ,31.98
MSFT,2012-04-30,Microsoft Corporation,NASDAQ,32.02
MSFT,2012-05-01,Microsoft Corporation,NASDAQ,32.01
MSFT,2012-05-02,Microsoft Corporation,NASDAQ,31.8
MSFT,2012-05-03,Microsoft Corporation,NASDAQ,31.76
MSFT,2012-05-04,Microsoft Corporation,NASDAQ,30.98
MSFT,2012-05-07,Microsoft Corporation,NASDAQ,30.65
MSFT,2012-05-08,Microsoft Corporation,NASDAQ,30.5
MSFT,2012-05-09,Microsoft Corporation,NASDAQ,30.76
MSFT,2012-05-10,Microsoft Corporation,NASDAQ,30.74
MSFT,2012-05-11,Microsoft Corporation,NASDAQ,31.16
MSFT,2012-05-14,Microsoft Corporation,NASDAQ,30.68
MSFT,2012-05-15,Microsoft Corporation,NASDAQ,30.21
MSFT,2012-05-16,Microsoft Corporation,NASDAQ,29.9
MSFT,2012-05-17,Microsoft Corporation,NASDAQ,29.72
MSFT,2012-05-18,Microsoft Corporation,NASDAQ,29.27
MSFT,2012-05-21,Microsoft Corporation,NASDAQ,29.75
MSFT,2012-05-22,Microsoft Corporation,NASDAQ,29.76
MSFT,2012-05-23,Microsoft Corporation,NASDAQ,29.11
MSFT,2012-05-24,Microsoft Corporation,NASDAQ,29.07
MSFT,2012-05-25,Microsoft Corporation,NASDAQ,29.06
MSFT,2012-05-29,Microsoft Corporation,NASDAQ,29.56
MSFT,2012-05-30,Microsoft Corporation,NASDAQ,29.34
MSFT,2012-05-31,Microsoft Corporation,NASDAQ,29.19
MSFT,2012-06-01,Microsoft Corporation,NASDAQ,28.45
MSFT,2012-06-04,Microsoft Corporation,NASDAQ,28.55
